,Assassin,Gunner,Kamikaze,Duelist,Battle Medic,Sweeper,Sniper,Mage,Cannon,Druid,Skirmisher,Hazard,Gladiator,Team Support,Harasser,Wall,Tank,Lead,Healer,Ambulance,Flyer,ENT
637,0.01,1.05,0.105,1.445,0.015,0.045,0.02,0.405,0.035,0.325,0.01,0.025,0.92,0.01,0.0,0.515,0.025,0.04,0.0,0.0,0.0,1.9399933931243578
638,0.015,1.05,0.16,1.19,0.01,0.02,0.015,0.49,0.045,0.38,0.01,0.045,0.855,0.02,0.01,0.66,0.005,0.02,0.0,0.0,0.0,2.002405728052375
639,0.005,0.84,0.21,0.825,0.005,0.005,0.025,0.58,0.06,0.51,0.005,0.075,1.06,0.015,0.025,0.725,0.015,0.015,0.0,0.0,0.0,2.070658308739765
640,0.015,0.775,0.185,0.69,0.0,0.0,0.05,0.665,0.075,0.495,0.005,0.075,1.21,0.01,0.03,0.685,0.015,0.015,0.0,0.005,0.0,2.078474080017427
641,0.005,0.705,0.16,0.515,0.01,0.0,0.055,0.705,0.08,0.535,0.01,0.095,1.365,0.025,0.045,0.645,0.02,0.02,0.005,0.0,0.0,2.0972623071524996
642,0.01,0.65,0.15,0.455,0.015,0.01,0.065,0.77,0.065,0.525,0.025,0.06,1.475,0.02,0.065,0.585,0.03,0.025,0.0,0.0,0.0,2.094952602139301
643,0.0,0.68,0.15,0.365,0.01,0.005,0.07,0.76,0.06,0.59,0.0,0.065,1.625,0.02,0.02,0.52,0.04,0.02,0.0,0.0,0.0,2.00029690815782
644,0.005,0.765,0.13,0.435,0.015,0.01,0.075,0.765,0.065,0.54,0.005,0.05,1.545,0.01,0.01,0.505,0.05,0.015,0.005,0.0,0.0,2.0210296060939763
645,0.0,0.905,0.08,0.54,0.01,0.01,0.015,0.725,0.05,0.505,0.01,0.055,1.47,0.015,0.035,0.53,0.025,0.02,0.0,0.0,0.0,1.9763781700162408
646,0.015,0.98,0.08,0.515,0.0,0.01,0.015,0.67,0.045,0.545,0.005,0.02,1.44,0.025,0.055,0.525,0.015,0.035,0.0,0.005,0.0,1.9796009808213977
647,0.0,1.13,0.05,0.555,0.0,0.0,0.0,0.61,0.055,0.505,0.035,0.02,1.375,0.01,0.035,0.56,0.015,0.035,0.0,0.01,0.0,1.932774436605542
648,0.005,1.25,0.03,0.575,0.015,0.005,0.005,0.595,0.06,0.5,0.01,0.025,1.21,0.015,0.02,0.595,0.025,0.055,0.0,0.005,0.0,1.9588877057899758
649,0.005,1.43,0.02,0.665,0.01,0.005,0.005,0.495,0.04,0.47,0.01,0.02,1.095,0.005,0.015,0.625,0.015,0.07,0.0,0.0,0.0,1.8999557340536004
650,0.005,1.6,0.04,0.67,0.005,0.0,0.015,0.425,0.015,0.445,0.01,0.005,1.01,0.015,0.015,0.66,0.02,0.04,0.005,0.0,0.0,1.858282220833933
651,0.0,1.695,0.05,0.655,0.0,0.0,0.01,0.37,0.04,0.46,0.02,0.005,0.94,0.01,0.005,0.675,0.01,0.055,0.0,0.0,0.0,1.8371795513619746
652,0.015,1.76,0.045,0.64,0.025,0.025,0.0,0.34,0.03,0.415,0.0,0.015,0.85,0.03,0.025,0.69,0.03,0.06,0.005,0.0,0.0,1.9033813802824573
653,0.015,1.925,0.06,0.61,0.025,0.0,0.0,0.33,0.03,0.355,0.01,0.01,0.77,0.015,0.005,0.75,0.025,0.065,0.0,0.0,0.0,1.8238401288556545
654,0.02,1.94,0.02,0.625,0.005,0.02,0.02,0.26,0.025,0.31,0.02,0.015,0.82,0.005,0.0,0.765,0.045,0.085,0.0,0.0,0.0,1.816955326974724
655,0.03,1.8,0.02,0.555,0.005,0.01,0.015,0.3,0.045,0.335,0.01,0.01,0.95,0.01,0.0,0.8,0.025,0.07,0.0,0.005,0.005,1.839756749990845
656,0.02,1.545,0.02,0.48,0.01,0.005,0.01,0.34,0.025,0.405,0.03,0.01,1.205,0.005,0.01,0.745,0.02,0.11,0.005,0.0,0.0,1.878693041872918
657,0.025,1.225,0.04,0.35,0.005,0.02,0.02,0.425,0.025,0.5,0.015,0.0,1.41,0.01,0.02,0.785,0.005,0.12,0.0,0.0,0.0,1.9092407226638124
658,0.02,0.915,0.04,0.32,0.0,0.01,0.005,0.605,0.035,0.52,0.025,0.0,1.58,0.01,0.015,0.73,0.015,0.145,0.005,0.005,0.0,1.9276572679790172
659,0.03,0.655,0.04,0.24,0.005,0.005,0.01,0.69,0.06,0.575,0.02,0.0,1.81,0.01,0.01,0.645,0.03,0.16,0.0,0.005,0.0,1.9094044377830932
660,0.015,0.33,0.06,0.255,0.0,0.0,0.015,0.82,0.09,0.605,0.01,0.01,1.995,0.04,0.01,0.51,0.04,0.19,0.0,0.0,0.005,1.8886079092735921
661,0.005,0.315,0.05,0.2,0.005,0.0,0.005,0.835,0.085,0.63,0.025,0.01,2.11,0.015,0.01,0.485,0.035,0.17,0.005,0.005,0.0,1.8215431968577567
662,0.0,0.3,0.055,0.175,0.005,0.0,0.015,0.91,0.04,0.7,0.005,0.005,2.23,0.01,0.02,0.385,0.03,0.115,0.0,0.0,0.0,1.7073763840121567
663,0.0,0.225,0.06,0.12,0.0,0.005,0.005,0.92,0.025,0.785,0.0,0.02,2.385,0.01,0.02,0.28,0.045,0.09,0.005,0.0,0.0,1.617333911891615
664,0.005,0.21,0.035,0.11,0.0,0.005,0.005,1.01,0.03,0.77,0.005,0.02,2.41,0.01,0.04,0.25,0.005,0.065,0.015,0.0,0.0,1.576860121639016
665,0.0,0.29,0.04,0.115,0.02,0.01,0.005,1.01,0.015,0.74,0.005,0.02,2.43,0.025,0.005,0.205,0.03,0.02,0.005,0.01,0.0,1.5713846434287653
666,0.0,0.285,0.06,0.085,0.01,0.0,0.005,1.055,0.02,0.75,0.01,0.02,2.365,0.025,0.015,0.21,0.035,0.04,0.01,0.0,0.0,1.5913970792893624
667,0.0,0.295,0.085,0.1,0.005,0.005,0.01,1.075,0.02,0.745,0.02,0.01,2.275,0.02,0.02,0.235,0.03,0.05,0.0,0.0,0.0,1.6344041526898214
668,0.0,0.205,0.09,0.06,0.0,0.0,0.035,1.125,0.03,0.775,0.01,0.01,2.31,0.025,0.015,0.22,0.01,0.075,0.0,0.005,0.0,1.5916698552302058
669,0.005,0.18,0.11,0.04,0.01,0.005,0.035,1.12,0.05,0.76,0.005,0.025,2.295,0.03,0.02,0.23,0.025,0.055,0.0,0.0,0.0,1.632119547730525
670,0.005,0.195,0.105,0.065,0.0,0.015,0.04,1.1,0.01,0.775,0.015,0.035,2.315,0.055,0.02,0.18,0.03,0.04,0.0,0.0,0.0,1.6309508147335166
671,0.0,0.255,0.1,0.08,0.01,0.005,0.065,1.145,0.015,0.765,0.0,0.04,2.255,0.03,0.03,0.175,0.015,0.01,0.0,0.005,0.0,1.627422563566056
672,0.0,0.28,0.14,0.065,0.0,0.005,0.065,1.19,0.025,0.725,0.015,0.03,2.115,0.025,0.045,0.205,0.02,0.04,0.0,0.01,0.0,1.7145406771250389
673,0.0,0.26,0.11,0.055,0.005,0.0,0.07,1.22,0.03,0.78,0.01,0.035,2.08,0.015,0.08,0.16,0.025,0.06,0.005,0.0,0.0,1.710927271764536
674,0.0,0.35,0.12,0.08,0.005,0.005,0.075,1.255,0.025,0.765,0.01,0.03,1.9,0.03,0.055,0.205,0.02,0.065,0.0,0.0,0.005,1.7868369624279121
675,0.0,0.465,0.14,0.095,0.01,0.015,0.105,1.18,0.04,0.755,0.005,0.01,1.82,0.025,0.06,0.23,0.01,0.03,0.0,0.005,0.0,1.8305805361764576
676,0.005,0.565,0.16,0.12,0.005,0.04,0.13,1.15,0.07,0.69,0.01,0.02,1.66,0.03,0.055,0.27,0.005,0.015,0.0,0.0,0.0,1.9273068584265622
677,0.02,0.735,0.215,0.165,0.0,0.06,0.125,1.025,0.09,0.595,0.02,0.02,1.515,0.015,0.04,0.33,0.005,0.02,0.0,0.005,0.0,2.0249047937370643
678,0.01,0.92,0.185,0.225,0.015,0.05,0.06,0.96,0.115,0.625,0.005,0.01,1.32,0.02,0.04,0.405,0.015,0.02,0.0,0.0,0.0,2.0402728040529534
679,0.015,1.1,0.155,0.295,0.02,0.065,0.085,0.925,0.13,0.54,0.015,0.005,1.15,0.005,0.03,0.43,0.015,0.02,0.0,0.0,0.0,2.0709128967692436
680,0.02,1.3,0.14,0.385,0.01,0.045,0.05,0.82,0.1,0.505,0.02,0.005,1.02,0.005,0.01,0.49,0.01,0.05,0.01,0.005,0.0,2.0550978522719636
681,0.025,1.49,0.135,0.48,0.02,0.085,0.025,0.71,0.05,0.415,0.015,0.01,0.855,0.01,0.005,0.605,0.015,0.045,0.0,0.005,0.0,2.0308807434368497
682,0.025,1.435,0.105,0.475,0.005,0.085,0.03,0.67,0.05,0.41,0.015,0.005,1.0,0.01,0.015,0.605,0.02,0.03,0.005,0.005,0.0,2.0150530398595676
683,0.035,1.765,0.09,0.54,0.015,0.07,0.035,0.525,0.06,0.28,0.01,0.0,0.755,0.0,0.01,0.745,0.025,0.035,0.005,0.0,0.0,1.940166993627856
684,0.04,1.69,0.095,0.465,0.005,0.095,0.025,0.48,0.06,0.315,0.015,0.03,0.77,0.02,0.01,0.82,0.02,0.045,0.0,0.0,0.0,1.9940819573383104
685,0.04,1.44,0.125,0.32,0.015,0.155,0.04,0.49,0.075,0.375,0.02,0.035,0.96,0.025,0.01,0.81,0.03,0.035,0.0,0.0,0.0,2.086800890425974
686,0.035,1.08,0.06,0.22,0.02,0.19,0.045,0.655,0.05,0.49,0.005,0.05,1.305,0.005,0.015,0.68,0.02,0.07,0.005,0.0,0.0,2.0729240036736316
687,0.015,0.745,0.07,0.175,0.015,0.19,0.045,0.785,0.05,0.565,0.005,0.055,1.635,0.015,0.02,0.53,0.005,0.065,0.005,0.01,0.0,2.0275470415690977
688,0.005,0.535,0.075,0.15,0.01,0.09,0.065,0.935,0.065,0.64,0.015,0.035,1.93,0.02,0.01,0.355,0.01,0.055,0.0,0.0,0.0,1.8925117468372956
689,0.015,0.405,0.08,0.055,0.0,0.08,0.03,1.035,0.055,0.745,0.0,0.045,2.075,0.01,0.035,0.28,0.025,0.02,0.005,0.005,0.0,1.771290844683164
690,0.005,0.33,0.04,0.035,0.0,0.025,0.05,1.165,0.07,0.79,0.015,0.02,2.21,0.025,0.05,0.125,0.02,0.025,0.0,0.0,0.0,1.6366420593164812
691,0.01,0.25,0.045,0.05,0.0,0.03,0.055,1.21,0.03,0.86,0.005,0.01,2.195,0.01,0.065,0.1,0.035,0.03,0.005,0.005,0.0,1.6148982748112177
692,0.01,0.2,0.075,0.01,0.0,0.03,0.035,1.335,0.045,0.865,0.005,0.01,2.175,0.03,0.025,0.075,0.015,0.045,0.005,0.01,0.0,1.5613075026811234
693,0.015,0.255,0.05,0.03,0.005,0.06,0.04,1.47,0.055,0.835,0.01,0.025,1.9,0.035,0.035,0.135,0.005,0.03,0.0,0.01,0.0,1.6765855000966026
694,0.015,0.32,0.05,0.045,0.0,0.085,0.05,1.555,0.04,0.83,0.02,0.03,1.725,0.01,0.02,0.19,0.005,0.01,0.0,0.0,0.0,1.6951338756158958
695,0.0,0.29,0.08,0.05,0.005,0.09,0.03,1.585,0.03,0.865,0.025,0.02,1.615,0.01,0.0,0.245,0.015,0.03,0.015,0.0,0.0,1.7250414135211012
696,0.0,0.42,0.06,0.06,0.01,0.16,0.025,1.645,0.035,0.775,0.02,0.035,1.28,0.01,0.02,0.355,0.025,0.06,0.0,0.005,0.0,1.8671568245940335
697,0.005,0.63,0.02,0.055,0.015,0.245,0.04,1.495,0.045,0.69,0.005,0.01,1.11,0.01,0.0,0.555,0.015,0.045,0.0,0.005,0.005,1.903666833357006
698,0.01,0.955,0.015,0.065,0.015,0.42,0.07,1.03,0.05,0.525,0.015,0.015,0.875,0.01,0.005,0.83,0.015,0.08,0.0,0.0,0.0,2.0368164094817462
699,0.0,1.29,0.025,0.115,0.02,0.605,0.04,0.675,0.075,0.355,0.01,0.015,0.525,0.015,0.01,1.145,0.005,0.07,0.0,0.005,0.0,2.007674423723718
700,0.01,1.58,0.005,0.145,0.02,0.745,0.02,0.365,0.08,0.21,0.015,0.015,0.27,0.015,0.015,1.41,0.01,0.065,0.0,0.005,0.0,1.8643405128643864
701,0.02,1.725,0.01,0.155,0.02,0.855,0.045,0.11,0.06,0.115,0.005,0.0,0.115,0.0,0.02,1.64,0.005,0.095,0.0,0.0,0.005,1.6701501838564976
702,0.02,1.785,0.03,0.07,0.015,0.855,0.02,0.105,0.035,0.11,0.005,0.0,0.135,0.0,0.02,1.7,0.035,0.06,0.0,0.0,0.0,1.6027217756755339
703,0.04,1.69,0.03,0.06,0.01,0.83,0.025,0.125,0.035,0.14,0.035,0.0,0.15,0.0,0.03,1.71,0.035,0.05,0.0,0.0,0.005,1.6783820042647808
704,0.035,1.71,0.015,0.08,0.02,0.87,0.005,0.125,0.07,0.135,0.01,0.0,0.12,0.0,0.025,1.68,0.02,0.065,0.0,0.005,0.01,1.6608123472633782
705,0.04,1.655,0.015,0.09,0.015,0.865,0.0,0.16,0.07,0.175,0.02,0.0,0.155,0.0,0.02,1.595,0.025,0.085,0.005,0.01,0.0,1.7339551887316909
706,0.07,1.625,0.005,0.11,0.01,0.79,0.02,0.205,0.045,0.2,0.005,0.01,0.18,0.0,0.02,1.605,0.005,0.07,0.015,0.01,0.0,1.7664545290606635
707,0.085,1.625,0.015,0.135,0.03,0.705,0.01,0.195,0.06,0.215,0.015,0.0,0.235,0.01,0.005,1.555,0.02,0.075,0.0,0.01,0.0,1.8249557619193795
708,0.075,1.5,0.035,0.21,0.01,0.58,0.01,0.28,0.07,0.29,0.015,0.0,0.365,0.005,0.015,1.405,0.045,0.085,0.0,0.005,0.0,1.9612225226957978
709,0.09,1.31,0.055,0.27,0.04,0.39,0.015,0.405,0.08,0.415,0.025,0.0,0.535,0.005,0.0,1.21,0.04,0.1,0.005,0.01,0.0,2.113910834881542
710,0.055,1.13,0.065,0.375,0.015,0.265,0.035,0.545,0.06,0.53,0.015,0.0,0.7,0.01,0.01,0.985,0.04,0.155,0.005,0.0,0.005,2.174559913732221
711,0.045,0.815,0.125,0.465,0.03,0.18,0.015,0.645,0.075,0.655,0.035,0.015,0.955,0.015,0.02,0.745,0.035,0.12,0.005,0.005,0.0,2.242029739050926
712,0.05,0.66,0.185,0.57,0.02,0.125,0.02,0.785,0.04,0.77,0.005,0.02,1.09,0.0,0.025,0.49,0.035,0.1,0.005,0.005,0.0,2.178674793211646
713,0.035,0.675,0.205,0.62,0.005,0.06,0.03,0.87,0.0,0.72,0.015,0.03,1.195,0.02,0.01,0.365,0.05,0.09,0.0,0.005,0.0,2.1099435339900574
714,0.02,0.785,0.18,0.595,0.01,0.06,0.035,0.91,0.025,0.665,0.01,0.035,1.24,0.01,0.015,0.315,0.025,0.065,0.0,0.0,0.0,2.0708086021152936
715,0.0,0.82,0.2,0.56,0.02,0.045,0.04,0.91,0.02,0.65,0.005,0.02,1.265,0.01,0.015,0.325,0.03,0.06,0.005,0.0,0.0,2.0458610705680274
716,0.0,0.915,0.185,0.53,0.02,0.03,0.065,0.885,0.015,0.62,0.005,0.005,1.175,0.02,0.025,0.415,0.02,0.06,0.005,0.0,0.005,2.0609386861754166
717,0.015,1.185,0.21,0.43,0.02,0.03,0.07,0.795,0.015,0.495,0.005,0.015,0.995,0.0,0.015,0.57,0.045,0.085,0.005,0.0,0.0,2.08323658515046
718,0.01,1.455,0.185,0.405,0.025,0.045,0.09,0.595,0.04,0.375,0.01,0.0,0.81,0.0,0.015,0.835,0.045,0.06,0.0,0.0,0.0,2.0436942254466977
719,0.02,1.76,0.145,0.435,0.03,0.03,0.085,0.365,0.03,0.27,0.035,0.015,0.615,0.01,0.005,1.02,0.06,0.07,0.0,0.0,0.0,1.9811370281835987
720,0.045,1.795,0.14,0.445,0.025,0.02,0.105,0.295,0.055,0.23,0.01,0.015,0.575,0.01,0.005,1.095,0.055,0.07,0.005,0.005,0.0,1.9672147777039664
721,0.045,1.755,0.195,0.465,0.025,0.01,0.09,0.3,0.025,0.23,0.015,0.025,0.525,0.01,0.01,1.155,0.05,0.07,0.0,0.0,0.0,1.9551954965958245
722,0.05,1.7,0.215,0.54,0.02,0.02,0.06,0.285,0.045,0.235,0.01,0.02,0.58,0.005,0.025,1.04,0.06,0.09,0.0,0.0,0.0,2.0049424095775352
723,0.07,1.535,0.265,0.53,0.0,0.04,0.03,0.355,0.035,0.255,0.02,0.025,0.7,0.01,0.015,0.98,0.065,0.065,0.005,0.0,0.0,2.052431769830786
724,0.07,1.45,0.355,0.485,0.015,0.045,0.02,0.37,0.035,0.26,0.02,0.045,0.76,0.01,0.015,0.92,0.045,0.075,0.0,0.005,0.0,2.1003667530562944
725,0.09,1.225,0.365,0.55,0.025,0.05,0.025,0.47,0.07,0.285,0.01,0.04,0.81,0.0,0.02,0.875,0.03,0.055,0.0,0.005,0.0,2.1553507211472556
726,0.07,1.135,0.46,0.57,0.01,0.045,0.045,0.475,0.065,0.295,0.02,0.055,0.855,0.005,0.015,0.8,0.025,0.04,0.0,0.015,0.0,2.181491258228854
727,0.065,0.845,0.485,0.5,0.01,0.02,0.06,0.595,0.05,0.425,0.0,0.065,0.96,0.01,0.035,0.735,0.035,0.095,0.0,0.01,0.0,2.234740101238571
728,0.05,0.715,0.4,0.545,0.005,0.025,0.075,0.66,0.06,0.49,0.005,0.06,1.095,0.01,0.035,0.65,0.05,0.07,0.0,0.0,0.0,2.222994720785309
729,0.04,0.51,0.37,0.545,0.015,0.03,0.075,0.795,0.06,0.59,0.015,0.02,1.195,0.02,0.03,0.555,0.04,0.095,0.0,0.0,0.0,2.2067829405330577
730,0.02,0.435,0.35,0.56,0.03,0.035,0.095,0.83,0.075,0.655,0.005,0.02,1.23,0.03,0.02,0.495,0.035,0.08,0.0,0.0,0.0,2.1905795856939783
731,0.025,0.35,0.37,0.525,0.04,0.01,0.115,0.86,0.145,0.67,0.01,0.01,1.19,0.005,0.01,0.54,0.01,0.105,0.005,0.005,0.0,2.188126671377092
732,0.025,0.345,0.375,0.5,0.005,0.01,0.17,0.8,0.12,0.725,0.025,0.005,1.11,0.03,0.025,0.61,0.02,0.09,0.0,0.005,0.005,2.2221143150144838
733,0.045,0.365,0.405,0.505,0.0,0.025,0.2,0.775,0.145,0.7,0.01,0.005,1.03,0.005,0.02,0.67,0.01,0.08,0.005,0.0,0.0,2.2193521760820913
734,0.045,0.405,0.465,0.5,0.0,0.03,0.265,0.7,0.1,0.655,0.01,0.015,0.955,0.0,0.02,0.7,0.025,0.11,0.0,0.0,0.0,2.257118046456352
735,0.045,0.355,0.49,0.44,0.015,0.03,0.18,0.725,0.05,0.655,0.015,0.01,0.995,0.01,0.055,0.745,0.025,0.15,0.0,0.01,0.0,2.2727710268780843
736,0.03,0.255,0.405,0.41,0.005,0.01,0.105,0.81,0.075,0.82,0.005,0.02,1.2,0.01,0.03,0.68,0.015,0.115,0.0,0.0,0.0,2.1361008975375086
737,0.015,0.285,0.33,0.42,0.005,0.0,0.125,0.8,0.065,0.755,0.02,0.02,1.265,0.015,0.025,0.715,0.03,0.105,0.0,0.005,0.0,2.135093160607887
738,0.005,0.17,0.275,0.445,0.0,0.01,0.095,0.88,0.09,0.79,0.035,0.02,1.45,0.015,0.02,0.595,0.01,0.08,0.0,0.015,0.0,2.058682257172919
739,0.02,0.13,0.2,0.385,0.005,0.0,0.08,0.925,0.08,0.865,0.02,0.025,1.665,0.005,0.02,0.47,0.015,0.085,0.0,0.0,0.005,1.957684116439572
740,0.015,0.155,0.21,0.45,0.005,0.0,0.115,0.89,0.06,0.85,0.005,0.02,1.69,0.015,0.035,0.365,0.02,0.095,0.0,0.005,0.0,1.9733174361855004
741,0.01,0.155,0.205,0.505,0.01,0.005,0.145,0.875,0.035,0.845,0.02,0.04,1.6,0.015,0.025,0.4,0.02,0.08,0.005,0.005,0.0,2.018226898979078
742,0.01,0.21,0.265,0.44,0.01,0.0,0.165,0.84,0.03,0.84,0.005,0.055,1.515,0.025,0.045,0.43,0.015,0.085,0.005,0.01,0.0,2.0744015273941954
743,0.0,0.195,0.26,0.395,0.0,0.0,0.125,0.885,0.03,0.905,0.01,0.035,1.505,0.02,0.01,0.5,0.005,0.105,0.015,0.0,0.0,1.9983692497536734
744,0.015,0.26,0.28,0.325,0.005,0.005,0.135,0.865,0.03,0.89,0.02,0.025,1.425,0.01,0.01,0.565,0.035,0.1,0.0,0.0,0.0,2.053569619393505
745,0.03,0.275,0.24,0.35,0.01,0.015,0.145,0.8,0.045,0.9,0.01,0.04,1.295,0.03,0.015,0.64,0.04,0.12,0.0,0.0,0.0,2.139264920021929
746,0.02,0.355,0.295,0.385,0.0,0.02,0.17,0.765,0.05,0.8,0.025,0.025,1.135,0.02,0.04,0.69,0.04,0.15,0.005,0.01,0.0,2.224602505406074
747,0.02,0.425,0.345,0.415,0.005,0.025,0.185,0.76,0.065,0.75,0.005,0.03,0.97,0.01,0.02,0.74,0.025,0.2,0.0,0.005,0.0,2.240610702488503
748,0.005,0.485,0.455,0.37,0.01,0.0,0.175,0.79,0.06,0.645,0.01,0.025,0.805,0.005,0.015,0.805,0.045,0.275,0.0,0.02,0.0,2.257906060242962
749,0.0,0.47,0.45,0.395,0.0,0.01,0.145,0.76,0.08,0.615,0.01,0.025,0.795,0.005,0.035,0.86,0.05,0.28,0.01,0.0,0.005,2.267376997804296
750,0.005,0.46,0.38,0.415,0.005,0.005,0.135,0.845,0.03,0.615,0.025,0.005,0.88,0.015,0.06,0.85,0.025,0.24,0.005,0.0,0.0,2.2191438531178154
751,0.005,0.415,0.375,0.48,0.01,0.015,0.145,0.815,0.025,0.625,0.005,0.015,0.93,0.02,0.055,0.865,0.03,0.16,0.005,0.0,0.005,2.214420778710695
752,0.005,0.275,0.275,0.655,0.0,0.01,0.105,0.81,0.03,0.715,0.01,0.01,1.095,0.01,0.07,0.76,0.03,0.13,0.005,0.0,0.0,2.1379452679633735
753,0.015,0.14,0.145,0.735,0.0,0.025,0.05,0.865,0.02,0.85,0.015,0.005,1.24,0.02,0.06,0.705,0.0,0.1,0.005,0.005,0.0,2.0150091352506374
754,0.025,0.105,0.105,0.78,0.0,0.04,0.055,0.865,0.02,0.91,0.0,0.015,1.36,0.005,0.07,0.575,0.02,0.045,0.0,0.005,0.0,1.9608461943144542
755,0.025,0.09,0.05,0.775,0.01,0.06,0.03,0.83,0.035,0.93,0.015,0.01,1.525,0.03,0.065,0.465,0.025,0.02,0.01,0.0,0.0,1.9367861617444635
756,0.02,0.06,0.025,0.745,0.01,0.075,0.015,0.89,0.045,0.96,0.01,0.0,1.64,0.015,0.08,0.345,0.02,0.035,0.005,0.005,0.0,1.8614096321331122
757,0.025,0.065,0.04,0.71,0.01,0.07,0.01,0.92,0.035,0.94,0.005,0.005,1.71,0.015,0.095,0.235,0.045,0.055,0.0,0.01,0.0,1.8654201920839468
758,0.01,0.075,0.065,0.72,0.0,0.05,0.03,0.875,0.065,0.94,0.01,0.01,1.705,0.005,0.12,0.165,0.045,0.095,0.005,0.01,0.0,1.9011331798836146
759,0.01,0.11,0.08,0.745,0.01,0.035,0.03,0.85,0.06,0.95,0.015,0.02,1.7,0.01,0.115,0.14,0.02,0.08,0.01,0.01,0.0,1.9126531238461504
760,0.015,0.13,0.095,0.715,0.015,0.04,0.045,0.825,0.075,0.955,0.02,0.025,1.72,0.01,0.105,0.115,0.0,0.08,0.01,0.005,0.0,1.9221669944540034
761,0.02,0.135,0.11,0.725,0.015,0.04,0.04,0.83,0.075,0.97,0.01,0.005,1.635,0.015,0.075,0.145,0.01,0.13,0.005,0.01,0.0,1.952096531348323
762,0.03,0.175,0.085,0.715,0.035,0.025,0.02,0.8,0.04,0.965,0.015,0.0,1.645,0.01,0.075,0.16,0.03,0.16,0.01,0.0,0.005,1.9569900105578504
763,0.03,0.215,0.115,0.735,0.01,0.03,0.015,0.77,0.055,0.965,0.005,0.005,1.58,0.01,0.09,0.15,0.02,0.195,0.005,0.0,0.0,1.9736761881053695
764,0.025,0.22,0.125,0.67,0.03,0.02,0.02,0.75,0.065,0.95,0.01,0.03,1.7,0.015,0.06,0.1,0.01,0.2,0.0,0.0,0.0,1.956756999712002
765,0.025,0.195,0.115,0.615,0.02,0.045,0.01,0.79,0.065,0.99,0.01,0.03,1.74,0.02,0.02,0.1,0.015,0.185,0.005,0.005,0.0,1.9291883064674444
766,0.045,0.18,0.09,0.665,0.015,0.045,0.02,0.855,0.05,0.955,0.005,0.01,1.735,0.025,0.02,0.075,0.01,0.18,0.015,0.0,0.005,1.9034759449133485
767,0.05,0.2,0.095,0.635,0.015,0.035,0.02,0.82,0.055,0.97,0.015,0.02,1.805,0.0,0.025,0.045,0.025,0.165,0.005,0.0,0.0,1.8728562318097135
768,0.07,0.145,0.125,0.665,0.02,0.015,0.025,0.87,0.055,0.93,0.0,0.03,1.845,0.02,0.025,0.04,0.005,0.095,0.01,0.01,0.0,1.848559665242484
769,0.06,0.125,0.15,0.65,0.015,0.005,0.02,0.925,0.065,0.945,0.005,0.025,1.825,0.025,0.01,0.02,0.035,0.09,0.0,0.005,0.0,1.8218712864375717
770,0.075,0.115,0.19,0.635,0.02,0.01,0.035,0.9,0.055,0.915,0.025,0.01,1.815,0.01,0.02,0.04,0.015,0.105,0.01,0.0,0.0,1.865294415649618
771,0.08,0.12,0.24,0.59,0.005,0.0,0.03,0.9,0.07,0.935,0.0,0.01,1.845,0.015,0.03,0.015,0.04,0.07,0.005,0.0,0.0,1.8243204078378918
772,0.115,0.145,0.165,0.6,0.0,0.005,0.04,0.87,0.04,0.93,0.01,0.015,1.895,0.03,0.025,0.03,0.015,0.065,0.005,0.0,0.0,1.8239711715837836
773,0.145,0.15,0.125,0.585,0.005,0.02,0.035,0.88,0.04,0.905,0.015,0.01,1.93,0.01,0.02,0.04,0.02,0.055,0.005,0.005,0.0,1.82456192043764
774,0.135,0.165,0.1,0.6,0.005,0.02,0.01,0.88,0.025,0.89,0.01,0.02,2.005,0.02,0.015,0.04,0.01,0.04,0.005,0.005,0.0,1.7676195855262111
775,0.105,0.17,0.09,0.58,0.01,0.04,0.005,0.9,0.05,0.89,0.02,0.01,1.98,0.02,0.015,0.035,0.015,0.05,0.005,0.01,0.0,1.7966016464324899
776,0.065,0.18,0.08,0.615,0.005,0.07,0.005,0.925,0.07,0.91,0.0,0.015,1.89,0.02,0.015,0.04,0.035,0.055,0.005,0.0,0.0,1.8101949018690793
777,0.08,0.175,0.09,0.59,0.01,0.06,0.015,0.885,0.045,0.915,0.005,0.02,1.99,0.01,0.03,0.02,0.005,0.045,0.005,0.005,0.0,1.7745885737242588
778,0.055,0.225,0.055,0.59,0.02,0.06,0.01,0.89,0.085,0.86,0.005,0.035,1.925,0.02,0.025,0.03,0.05,0.05,0.005,0.005,0.0,1.8521048044119608
779,0.05,0.22,0.07,0.655,0.015,0.035,0.015,0.87,0.125,0.875,0.01,0.01,1.845,0.02,0.015,0.035,0.06,0.07,0.0,0.005,0.0,1.8673447061696504
780,0.05,0.27,0.09,0.645,0.01,0.035,0.015,0.82,0.15,0.885,0.005,0.005,1.795,0.015,0.025,0.055,0.065,0.055,0.005,0.005,0.0,1.907931975639796
781,0.06,0.345,0.08,0.66,0.005,0.03,0.03,0.69,0.195,0.905,0.0,0.01,1.765,0.02,0.025,0.095,0.055,0.02,0.01,0.0,0.0,1.936528242113864
782,0.065,0.45,0.1,0.63,0.015,0.015,0.04,0.675,0.215,0.86,0.01,0.025,1.69,0.005,0.005,0.13,0.03,0.035,0.005,0.0,0.0,1.9808965106732106
