,Assassin,Gunner,Kamikaze,Duelist,Battle Medic,Sweeper,Sniper,Mage,Cannon,Druid,Skirmisher,Hazard,Gladiator,Team Support,Harasser,Wall,Tank,Lead,Healer,Ambulance,Flyer,ENT
0,0.135,0.235,0.29,0.295,0.235,0.33,0.17,0.32,0.31,0.21,0.27,0.125,0.29,0.25,0.295,0.125,0.28,0.27,0.16,0.275,0.13,3.000454260157742
1,0.165,0.295,0.37,0.4,0.16,0.41,0.15,0.33,0.36,0.255,0.21,0.115,0.38,0.155,0.23,0.185,0.245,0.3,0.085,0.12,0.08,2.943913641350025
2,0.235,0.31,0.36,0.54,0.13,0.435,0.165,0.37,0.315,0.24,0.165,0.085,0.45,0.085,0.205,0.225,0.17,0.315,0.06,0.06,0.08,2.8781945926262074
3,0.255,0.355,0.43,0.605,0.135,0.42,0.18,0.36,0.26,0.345,0.14,0.01,0.475,0.06,0.12,0.245,0.125,0.34,0.025,0.05,0.065,2.7895830125321837
4,0.225,0.43,0.385,0.65,0.08,0.44,0.165,0.485,0.205,0.405,0.11,0.02,0.535,0.05,0.04,0.245,0.105,0.265,0.03,0.045,0.085,2.7234714714388364
5,0.255,0.57,0.3,0.7,0.045,0.35,0.12,0.52,0.165,0.5,0.05,0.01,0.61,0.07,0.035,0.29,0.09,0.155,0.035,0.045,0.085,2.640835638904108
6,0.22,0.705,0.315,0.68,0.01,0.29,0.05,0.57,0.125,0.47,0.015,0.02,0.76,0.06,0.02,0.345,0.045,0.155,0.02,0.03,0.095,2.508494211211492
7,0.24,0.825,0.44,0.505,0.02,0.195,0.055,0.46,0.14,0.525,0.01,0.01,0.755,0.015,0.025,0.48,0.05,0.135,0.015,0.03,0.07,2.473641834107214
8,0.19,0.865,0.575,0.475,0.005,0.095,0.02,0.35,0.11,0.63,0.01,0.02,0.775,0.015,0.03,0.615,0.035,0.145,0.0,0.01,0.03,2.345446184748982
9,0.12,0.845,0.68,0.37,0.015,0.04,0.02,0.25,0.085,0.755,0.005,0.04,0.805,0.01,0.015,0.72,0.04,0.155,0.005,0.005,0.02,2.2673444491722727
10,0.095,0.795,0.72,0.33,0.03,0.02,0.02,0.255,0.085,0.8,0.025,0.045,0.79,0.03,0.0,0.745,0.02,0.18,0.005,0.01,0.0,2.2511394498849153
11,0.07,0.73,0.715,0.37,0.015,0.03,0.01,0.29,0.085,0.82,0.04,0.04,0.85,0.005,0.0,0.705,0.02,0.185,0.01,0.01,0.0,2.233479534464223
12,0.05,0.75,0.765,0.325,0.01,0.01,0.025,0.345,0.065,0.85,0.01,0.015,0.83,0.005,0.005,0.695,0.01,0.23,0.0,0.005,0.0,2.166070976975239
13,0.06,0.67,0.735,0.385,0.005,0.01,0.03,0.415,0.05,0.805,0.005,0.025,0.885,0.01,0.02,0.65,0.01,0.215,0.005,0.005,0.005,2.2064721410075
14,0.1,0.695,0.71,0.435,0.01,0.015,0.02,0.36,0.035,0.79,0.005,0.03,0.865,0.02,0.04,0.58,0.01,0.27,0.005,0.005,0.0,2.2453700453158247
15,0.075,0.7,0.69,0.51,0.015,0.015,0.01,0.325,0.05,0.77,0.015,0.045,0.925,0.005,0.005,0.545,0.02,0.27,0.0,0.01,0.0,2.2230364437710604
16,0.09,0.7,0.725,0.47,0.015,0.015,0.0,0.3,0.04,0.775,0.015,0.045,0.995,0.025,0.015,0.505,0.01,0.24,0.015,0.005,0.0,2.2201752765070344
17,0.07,0.735,0.66,0.47,0.025,0.015,0.005,0.28,0.045,0.79,0.01,0.06,0.98,0.02,0.035,0.49,0.015,0.285,0.0,0.01,0.0,2.239842503013605
18,0.085,0.79,0.61,0.48,0.015,0.02,0.005,0.26,0.035,0.8,0.0,0.04,0.955,0.02,0.025,0.47,0.02,0.36,0.0,0.005,0.005,2.2215308022750224
19,0.075,0.695,0.57,0.585,0.01,0.045,0.015,0.27,0.04,0.79,0.02,0.075,1.0,0.015,0.015,0.42,0.005,0.345,0.005,0.005,0.0,2.2509907998601295
20,0.04,0.64,0.55,0.63,0.015,0.07,0.01,0.3,0.03,0.825,0.005,0.03,1.055,0.01,0.03,0.405,0.02,0.335,0.0,0.0,0.0,2.207774906142459
21,0.06,0.655,0.435,0.73,0.01,0.07,0.0,0.315,0.035,0.78,0.005,0.005,1.175,0.015,0.02,0.355,0.03,0.295,0.005,0.005,0.0,2.176576336430149
22,0.085,0.63,0.285,0.945,0.0,0.045,0.0,0.38,0.035,0.72,0.0,0.01,1.185,0.01,0.01,0.315,0.03,0.315,0.0,0.0,0.0,2.1180151136312477
23,0.135,0.515,0.225,1.04,0.01,0.07,0.02,0.465,0.04,0.625,0.005,0.02,1.19,0.015,0.02,0.265,0.02,0.31,0.0,0.005,0.005,2.185658495590826
24,0.125,0.44,0.205,1.175,0.02,0.065,0.02,0.51,0.04,0.53,0.005,0.01,1.155,0.025,0.03,0.275,0.025,0.345,0.0,0.0,0.0,2.1728902978909628
25,0.125,0.365,0.22,1.32,0.01,0.05,0.015,0.615,0.05,0.42,0.01,0.015,1.02,0.005,0.02,0.275,0.02,0.44,0.0,0.0,0.005,2.1456258874107466
26,0.135,0.335,0.27,1.325,0.005,0.005,0.005,0.65,0.055,0.415,0.005,0.0,0.945,0.005,0.015,0.255,0.025,0.525,0.0,0.0,0.025,2.1178302928207824
27,0.075,0.36,0.38,1.2,0.015,0.005,0.0,0.565,0.025,0.57,0.005,0.005,0.95,0.01,0.005,0.265,0.025,0.54,0.0,0.0,0.0,2.106797315291507
28,0.055,0.395,0.495,0.98,0.025,0.01,0.005,0.475,0.05,0.695,0.02,0.025,0.935,0.005,0.015,0.28,0.03,0.495,0.0,0.005,0.005,2.209602564119183
29,0.035,0.53,0.555,0.78,0.015,0.015,0.015,0.405,0.055,0.805,0.02,0.035,0.94,0.01,0.0,0.265,0.035,0.47,0.005,0.005,0.005,2.2228326477404656
30,0.055,0.57,0.56,0.755,0.005,0.025,0.02,0.41,0.07,0.86,0.01,0.005,0.85,0.01,0.01,0.31,0.02,0.44,0.0,0.01,0.005,2.2240474202770515
31,0.075,0.575,0.385,0.835,0.005,0.03,0.035,0.45,0.055,0.885,0.01,0.02,0.885,0.035,0.005,0.21,0.03,0.455,0.005,0.01,0.005,2.244040662440692
32,0.055,0.73,0.28,0.865,0.005,0.015,0.02,0.465,0.05,0.905,0.04,0.01,0.985,0.03,0.01,0.2,0.025,0.305,0.005,0.0,0.0,2.1651906570461317
33,0.05,0.795,0.28,0.835,0.005,0.005,0.01,0.455,0.06,0.915,0.005,0.025,1.065,0.02,0.01,0.26,0.035,0.155,0.005,0.01,0.0,2.1197598085491665
34,0.045,0.765,0.285,0.92,0.025,0.02,0.015,0.465,0.1,0.805,0.015,0.025,1.0,0.02,0.02,0.25,0.03,0.195,0.0,0.0,0.0,2.1805529832643877
35,0.035,0.79,0.265,1.025,0.005,0.02,0.005,0.51,0.065,0.735,0.01,0.0,0.93,0.01,0.025,0.255,0.03,0.285,0.0,0.0,0.0,2.1238347933299595
36,0.04,0.69,0.345,1.165,0.01,0.03,0.005,0.48,0.08,0.56,0.0,0.01,0.785,0.02,0.0,0.3,0.02,0.43,0.0,0.025,0.005,2.1826768874376365
37,0.03,0.63,0.335,1.195,0.005,0.03,0.0,0.49,0.065,0.495,0.015,0.0,0.81,0.015,0.01,0.31,0.035,0.52,0.0,0.0,0.01,2.1626302057558684
38,0.0,0.645,0.395,1.14,0.015,0.005,0.015,0.435,0.1,0.555,0.01,0.005,0.79,0.02,0.005,0.365,0.015,0.48,0.0,0.005,0.0,2.158465827726659
39,0.015,0.68,0.375,1.19,0.02,0.005,0.01,0.385,0.055,0.485,0.01,0.01,0.86,0.015,0.01,0.295,0.02,0.55,0.005,0.0,0.005,2.142601549769692
40,0.02,0.67,0.5,0.95,0.005,0.02,0.01,0.37,0.05,0.595,0.02,0.01,0.995,0.01,0.005,0.35,0.02,0.395,0.005,0.0,0.0,2.1614624897022914
41,0.02,0.755,0.495,0.84,0.025,0.045,0.005,0.305,0.045,0.66,0.01,0.01,1.055,0.025,0.01,0.315,0.025,0.345,0.0,0.01,0.0,2.1819151817131885
42,0.035,0.76,0.56,0.605,0.005,0.03,0.01,0.355,0.06,0.745,0.03,0.015,1.18,0.025,0.015,0.285,0.015,0.255,0.0,0.01,0.005,2.181034650479883
43,0.02,0.77,0.57,0.625,0.0,0.035,0.035,0.35,0.075,0.765,0.02,0.015,1.23,0.01,0.005,0.225,0.015,0.23,0.0,0.005,0.0,2.1328863768112614
44,0.025,0.76,0.49,0.705,0.025,0.03,0.05,0.405,0.08,0.78,0.015,0.01,1.155,0.005,0.01,0.18,0.025,0.225,0.005,0.02,0.0,2.1818975797260713
45,0.015,0.78,0.455,0.655,0.015,0.01,0.025,0.51,0.075,0.865,0.03,0.02,1.13,0.015,0.02,0.165,0.02,0.185,0.005,0.005,0.0,2.1462145457973034
46,0.03,0.75,0.395,0.645,0.02,0.0,0.01,0.605,0.085,0.895,0.01,0.015,1.135,0.005,0.005,0.19,0.01,0.18,0.005,0.01,0.0,2.1032251038558596
47,0.03,0.76,0.325,0.725,0.005,0.0,0.015,0.685,0.1,0.85,0.02,0.02,1.0,0.02,0.005,0.19,0.05,0.185,0.015,0.0,0.0,2.155626784053424
48,0.025,0.78,0.195,0.825,0.01,0.015,0.015,0.765,0.1,0.85,0.0,0.04,0.95,0.015,0.005,0.13,0.025,0.245,0.005,0.005,0.0,2.115612457992506
49,0.02,0.765,0.2,0.91,0.02,0.025,0.025,0.715,0.12,0.715,0.005,0.025,0.96,0.01,0.015,0.115,0.015,0.31,0.01,0.015,0.005,2.1624371924496533
50,0.05,0.705,0.22,0.96,0.03,0.035,0.01,0.715,0.1,0.62,0.0,0.02,0.96,0.0,0.01,0.13,0.03,0.38,0.015,0.01,0.0,2.172286749106245
51,0.06,0.635,0.185,1.03,0.015,0.05,0.005,0.725,0.085,0.565,0.01,0.03,1.015,0.0,0.02,0.085,0.02,0.445,0.005,0.015,0.0,2.1485135344235213
52,0.09,0.585,0.135,1.17,0.005,0.01,0.015,0.74,0.085,0.545,0.015,0.04,0.905,0.01,0.015,0.095,0.025,0.5,0.005,0.005,0.005,2.13918039498588
53,0.105,0.515,0.165,1.255,0.005,0.005,0.01,0.685,0.08,0.46,0.015,0.015,0.9,0.025,0.03,0.125,0.03,0.57,0.0,0.005,0.0,2.1371094060840683
54,0.145,0.485,0.2,1.43,0.005,0.01,0.0,0.615,0.04,0.35,0.045,0.025,0.775,0.0,0.04,0.12,0.02,0.685,0.005,0.0,0.005,2.111828237164443
55,0.11,0.435,0.23,1.47,0.005,0.04,0.005,0.64,0.1,0.335,0.005,0.025,0.76,0.005,0.03,0.1,0.035,0.66,0.005,0.0,0.005,2.1243104699217694
56,0.09,0.465,0.235,1.46,0.015,0.025,0.015,0.65,0.085,0.375,0.0,0.015,0.795,0.015,0.04,0.08,0.01,0.615,0.0,0.01,0.005,2.108017551509111
57,0.11,0.505,0.295,1.39,0.01,0.015,0.005,0.565,0.11,0.43,0.01,0.01,0.83,0.015,0.02,0.11,0.01,0.56,0.0,0.0,0.0,2.120553359997586
58,0.095,0.505,0.35,1.14,0.01,0.035,0.015,0.595,0.105,0.54,0.005,0.01,1.005,0.015,0.03,0.14,0.015,0.38,0.0,0.005,0.005,2.186643682584511
59,0.07,0.475,0.37,0.91,0.01,0.025,0.005,0.69,0.045,0.645,0.015,0.0,1.165,0.005,0.03,0.17,0.02,0.345,0.0,0.005,0.0,2.1347416864258997
60,0.075,0.52,0.415,0.645,0.01,0.02,0.005,0.705,0.04,0.72,0.02,0.005,1.31,0.005,0.02,0.195,0.015,0.275,0.0,0.0,0.0,2.116868356896611
61,0.075,0.63,0.55,0.525,0.005,0.03,0.02,0.485,0.035,0.72,0.02,0.015,1.335,0.005,0.015,0.23,0.045,0.26,0.0,0.0,0.0,2.1574377015588917
62,0.045,0.625,0.6,0.515,0.03,0.045,0.025,0.465,0.005,0.735,0.015,0.02,1.395,0.015,0.01,0.185,0.03,0.235,0.0,0.005,0.0,2.1289241454791874
63,0.065,0.595,0.61,0.505,0.015,0.035,0.01,0.47,0.045,0.71,0.015,0.035,1.42,0.01,0.025,0.135,0.03,0.265,0.0,0.005,0.0,2.143778827730932
64,0.055,0.585,0.59,0.525,0.01,0.05,0.01,0.445,0.04,0.68,0.02,0.03,1.52,0.02,0.015,0.075,0.02,0.3,0.005,0.005,0.0,2.1076140108124846
65,0.04,0.61,0.565,0.535,0.015,0.03,0.0,0.49,0.01,0.66,0.02,0.015,1.585,0.005,0.035,0.045,0.025,0.3,0.005,0.0,0.01,2.0386488891301022
66,0.045,0.56,0.5,0.51,0.01,0.055,0.01,0.6,0.015,0.66,0.0,0.04,1.625,0.01,0.02,0.05,0.015,0.25,0.005,0.01,0.01,2.047764386957189
67,0.015,0.57,0.49,0.42,0.02,0.055,0.015,0.695,0.015,0.705,0.0,0.02,1.64,0.015,0.015,0.05,0.005,0.245,0.0,0.005,0.005,1.994866314297
68,0.015,0.565,0.52,0.41,0.005,0.07,0.015,0.72,0.05,0.675,0.015,0.01,1.53,0.005,0.025,0.105,0.01,0.255,0.0,0.0,0.0,2.0547725513676007
69,0.01,0.6,0.46,0.46,0.005,0.035,0.0,0.81,0.055,0.65,0.015,0.0,1.47,0.015,0.035,0.095,0.015,0.265,0.0,0.005,0.0,2.04204142813771
70,0.025,0.625,0.43,0.545,0.0,0.015,0.015,0.785,0.065,0.615,0.015,0.035,1.34,0.015,0.04,0.11,0.005,0.315,0.005,0.0,0.0,2.111819293464607
71,0.05,0.625,0.43,0.615,0.01,0.025,0.02,0.755,0.02,0.52,0.015,0.005,1.31,0.035,0.015,0.16,0.005,0.385,0.0,0.0,0.0,2.1205720488856663
72,0.055,0.645,0.415,0.62,0.02,0.04,0.015,0.705,0.03,0.51,0.01,0.025,1.28,0.015,0.025,0.205,0.025,0.36,0.0,0.0,0.0,2.175668930274513
73,0.08,0.64,0.425,0.73,0.015,0.035,0.005,0.77,0.045,0.345,0.005,0.01,1.135,0.02,0.025,0.225,0.03,0.46,0.0,0.0,0.0,2.188068550099576
74,0.115,0.755,0.375,0.665,0.005,0.03,0.0,0.77,0.065,0.33,0.005,0.01,1.12,0.015,0.04,0.235,0.04,0.415,0.01,0.0,0.0,2.2082298882820446
75,0.14,0.77,0.26,0.76,0.015,0.04,0.0,0.775,0.055,0.27,0.015,0.015,1.15,0.015,0.015,0.275,0.035,0.385,0.0,0.01,0.0,2.1923984939621066
76,0.18,0.805,0.21,0.865,0.01,0.02,0.02,0.7,0.06,0.245,0.005,0.0,1.08,0.015,0.015,0.29,0.035,0.435,0.01,0.0,0.0,2.180617085668007
77,0.215,0.86,0.185,1.08,0.01,0.01,0.02,0.65,0.045,0.19,0.02,0.02,0.89,0.0,0.01,0.3,0.015,0.47,0.0,0.005,0.005,2.15602964384143
78,0.2,0.85,0.18,1.285,0.02,0.015,0.015,0.57,0.06,0.145,0.025,0.01,0.795,0.0,0.015,0.3,0.005,0.51,0.0,0.0,0.0,2.1163682081253863
79,0.185,0.885,0.14,1.395,0.025,0.01,0.005,0.495,0.06,0.16,0.015,0.03,0.75,0.01,0.045,0.26,0.02,0.5,0.0,0.005,0.005,2.130160349599525
80,0.145,0.88,0.13,1.675,0.03,0.01,0.005,0.44,0.005,0.16,0.01,0.03,0.715,0.0,0.025,0.21,0.045,0.485,0.0,0.0,0.0,2.000233305951116
81,0.085,0.865,0.155,1.75,0.025,0.03,0.005,0.445,0.035,0.19,0.005,0.03,0.75,0.005,0.015,0.165,0.02,0.42,0.0,0.005,0.0,1.9824447446086042
82,0.075,0.75,0.175,1.585,0.03,0.045,0.0,0.545,0.045,0.26,0.01,0.035,0.84,0.005,0.04,0.18,0.04,0.335,0.005,0.0,0.0,2.0785822297485606
83,0.085,0.715,0.155,1.365,0.02,0.01,0.01,0.76,0.03,0.325,0.015,0.03,0.935,0.005,0.045,0.145,0.035,0.31,0.0,0.0,0.005,2.0788371236725465
84,0.045,0.625,0.15,1.025,0.015,0.01,0.03,1.005,0.065,0.425,0.02,0.02,1.15,0.01,0.01,0.11,0.04,0.235,0.0,0.01,0.0,2.0672185178266935
85,0.03,0.445,0.11,0.575,0.015,0.005,0.04,1.375,0.06,0.6,0.01,0.01,1.38,0.015,0.015,0.125,0.035,0.145,0.0,0.01,0.0,1.9612586050478988
86,0.025,0.4,0.11,0.43,0.01,0.005,0.01,1.42,0.06,0.675,0.025,0.02,1.445,0.0,0.045,0.135,0.045,0.135,0.0,0.005,0.0,1.9302419969202764
87,0.035,0.255,0.125,0.165,0.015,0.02,0.03,1.585,0.075,0.73,0.005,0.01,1.555,0.035,0.04,0.16,0.055,0.095,0.01,0.0,0.0,1.873033577007467
88,0.01,0.27,0.105,0.16,0.01,0.0,0.04,1.585,0.1,0.775,0.005,0.03,1.55,0.015,0.025,0.185,0.04,0.09,0.0,0.005,0.0,1.8281889162120455
89,0.005,0.425,0.125,0.14,0.015,0.0,0.025,1.455,0.09,0.775,0.02,0.01,1.45,0.035,0.045,0.295,0.005,0.08,0.0,0.005,0.0,1.8907891578785194
90,0.005,0.66,0.14,0.17,0.025,0.0,0.04,1.315,0.095,0.67,0.025,0.01,1.255,0.03,0.03,0.44,0.03,0.06,0.0,0.0,0.0,1.9952149733599236
91,0.015,0.865,0.13,0.205,0.035,0.0,0.065,1.215,0.09,0.545,0.02,0.01,1.075,0.02,0.055,0.56,0.045,0.05,0.0,0.0,0.0,2.0659963583080083
92,0.025,1.14,0.195,0.255,0.035,0.015,0.05,1.075,0.075,0.355,0.02,0.01,0.805,0.01,0.025,0.8,0.04,0.065,0.005,0.0,0.0,2.0840352724678723
93,0.055,1.275,0.275,0.335,0.025,0.0,0.055,0.98,0.055,0.21,0.01,0.015,0.65,0.005,0.02,0.91,0.035,0.09,0.0,0.0,0.0,2.058160946573834
94,0.08,1.31,0.375,0.38,0.035,0.01,0.03,0.93,0.0,0.11,0.01,0.02,0.44,0.01,0.04,1.065,0.04,0.115,0.0,0.0,0.0,2.0361241507893384
95,0.055,1.115,0.52,0.355,0.01,0.02,0.035,0.87,0.05,0.155,0.0,0.02,0.42,0.02,0.06,1.135,0.015,0.145,0.0,0.0,0.0,2.0966953662906738
96,0.035,1.07,0.58,0.36,0.015,0.01,0.045,0.85,0.03,0.135,0.005,0.03,0.445,0.005,0.045,1.125,0.04,0.17,0.005,0.0,0.0,2.1040289834834622
97,0.04,0.99,0.69,0.235,0.045,0.03,0.01,0.865,0.035,0.155,0.005,0.035,0.4,0.015,0.02,1.19,0.01,0.225,0.005,0.0,0.0,2.0915075932736804
98,0.025,1.04,0.63,0.25,0.015,0.03,0.02,0.835,0.03,0.215,0.01,0.035,0.44,0.025,0.01,1.1,0.025,0.26,0.0,0.0,0.005,2.1191920865773533
99,0.01,1.0,0.64,0.285,0.02,0.0,0.035,0.81,0.08,0.24,0.01,0.025,0.515,0.005,0.015,1.02,0.01,0.28,0.0,0.0,0.0,2.119846618024746
100,0.005,0.95,0.585,0.305,0.01,0.005,0.025,0.865,0.035,0.275,0.005,0.02,0.685,0.005,0.025,0.94,0.03,0.22,0.0,0.01,0.0,2.117183385257131
101,0.0,0.96,0.475,0.405,0.0,0.0,0.025,0.83,0.035,0.4,0.005,0.03,0.77,0.015,0.035,0.85,0.03,0.125,0.0,0.005,0.005,2.1212601648435534
102,0.005,1.115,0.355,0.595,0.015,0.0,0.03,0.825,0.035,0.39,0.015,0.005,0.595,0.02,0.01,0.865,0.025,0.09,0.005,0.005,0.0,2.090081619191888
103,0.015,1.265,0.3,0.785,0.015,0.0,0.03,0.785,0.04,0.36,0.025,0.01,0.34,0.015,0.025,0.915,0.015,0.055,0.0,0.005,0.0,2.0418764731312016
104,0.04,1.49,0.18,0.855,0.02,0.015,0.045,0.7,0.04,0.365,0.025,0.005,0.115,0.015,0.015,1.025,0.035,0.015,0.0,0.0,0.0,1.9399802076213148
105,0.05,1.605,0.155,0.83,0.015,0.035,0.03,0.63,0.035,0.38,0.015,0.005,0.1,0.0,0.005,1.055,0.015,0.035,0.0,0.005,0.0,1.8878871050055162
106,0.045,1.62,0.175,0.88,0.015,0.03,0.02,0.55,0.03,0.415,0.01,0.0,0.085,0.005,0.01,1.07,0.02,0.01,0.01,0.0,0.0,1.8588444058124576
107,0.055,1.585,0.19,0.87,0.02,0.02,0.0,0.555,0.03,0.415,0.025,0.0,0.13,0.0,0.0,1.09,0.01,0.0,0.0,0.005,0.0,1.8405762204323421
108,0.06,1.545,0.2,0.845,0.01,0.03,0.005,0.565,0.01,0.4,0.005,0.01,0.135,0.005,0.005,1.14,0.01,0.005,0.005,0.01,0.0,1.8625085019436196
109,0.08,1.42,0.235,0.87,0.01,0.035,0.01,0.555,0.03,0.42,0.015,0.015,0.1,0.01,0.0,1.165,0.025,0.005,0.0,0.0,0.0,1.9123298736081276
110,0.1,1.37,0.275,0.865,0.005,0.035,0.01,0.515,0.035,0.415,0.005,0.01,0.07,0.0,0.0,1.25,0.02,0.015,0.0,0.005,0.0,1.8976115278903816
111,0.155,1.29,0.29,0.85,0.015,0.035,0.0,0.6,0.01,0.35,0.02,0.005,0.055,0.0,0.01,1.29,0.01,0.01,0.005,0.0,0.0,1.9011050140368735
112,0.22,1.105,0.37,0.765,0.015,0.035,0.005,0.575,0.05,0.38,0.0,0.005,0.07,0.02,0.01,1.325,0.015,0.035,0.0,0.0,0.0,2.005929285505339
113,0.215,1.07,0.42,0.665,0.005,0.045,0.01,0.635,0.065,0.34,0.01,0.01,0.085,0.02,0.0,1.325,0.035,0.045,0.0,0.0,0.0,2.049948631358507
114,0.205,1.005,0.495,0.58,0.015,0.04,0.025,0.72,0.075,0.315,0.01,0.015,0.09,0.015,0.005,1.32,0.01,0.06,0.0,0.0,0.0,2.074670898591504
115,0.2,0.925,0.47,0.585,0.005,0.035,0.06,0.755,0.08,0.38,0.005,0.01,0.135,0.015,0.015,1.235,0.04,0.05,0.0,0.0,0.0,2.1381976877701425
116,0.255,0.895,0.405,0.59,0.02,0.035,0.075,0.745,0.075,0.46,0.01,0.0,0.145,0.01,0.005,1.205,0.02,0.04,0.0,0.01,0.0,2.1519711091548337
117,0.285,0.935,0.355,0.6,0.025,0.035,0.065,0.74,0.05,0.51,0.0,0.0,0.145,0.005,0.01,1.175,0.035,0.02,0.005,0.005,0.0,2.1313543505629267
118,0.36,0.955,0.195,0.69,0.015,0.045,0.035,0.725,0.08,0.555,0.01,0.01,0.17,0.005,0.015,1.07,0.035,0.02,0.01,0.0,0.0,2.1535368937585617
119,0.43,0.935,0.225,0.705,0.01,0.03,0.03,0.665,0.085,0.61,0.02,0.005,0.145,0.005,0.0,1.025,0.05,0.015,0.01,0.0,0.0,2.147708322823253
120,0.445,0.895,0.135,0.7,0.005,0.025,0.03,0.75,0.09,0.645,0.01,0.01,0.2,0.03,0.0,0.985,0.025,0.01,0.005,0.005,0.0,2.1382685737994587
121,0.395,0.87,0.12,0.73,0.035,0.015,0.03,0.755,0.095,0.67,0.005,0.025,0.235,0.02,0.005,0.945,0.025,0.015,0.005,0.005,0.0,2.166899007433279
122,0.34,0.925,0.135,0.7,0.045,0.015,0.055,0.72,0.07,0.68,0.01,0.015,0.26,0.015,0.0,0.97,0.015,0.015,0.01,0.005,0.0,2.160691612156002
123,0.265,1.1,0.14,0.66,0.015,0.02,0.055,0.72,0.05,0.62,0.02,0.01,0.32,0.015,0.01,0.955,0.015,0.005,0.005,0.0,0.0,2.1170262427942204
124,0.27,1.28,0.11,0.705,0.005,0.02,0.045,0.6,0.055,0.635,0.01,0.015,0.255,0.005,0.0,0.945,0.03,0.005,0.01,0.0,0.0,2.0575665448894935
125,0.26,1.395,0.07,0.77,0.015,0.025,0.08,0.515,0.045,0.605,0.005,0.0,0.21,0.0,0.0,0.935,0.045,0.015,0.005,0.005,0.0,2.0271275127347947
126,0.3,1.525,0.06,0.83,0.005,0.01,0.065,0.43,0.035,0.585,0.015,0.0,0.16,0.015,0.0,0.92,0.02,0.015,0.01,0.0,0.0,1.963119725125006
127,0.305,1.4,0.04,0.87,0.01,0.025,0.025,0.48,0.06,0.655,0.02,0.005,0.16,0.01,0.0,0.91,0.015,0.01,0.0,0.0,0.0,1.9711655320099375
128,0.235,1.42,0.06,0.84,0.015,0.01,0.02,0.485,0.04,0.685,0.005,0.01,0.205,0.005,0.0,0.93,0.02,0.015,0.0,0.0,0.0,1.9527249922513192
129,0.275,1.49,0.05,0.78,0.005,0.01,0.01,0.46,0.065,0.61,0.015,0.02,0.2,0.01,0.0,0.965,0.02,0.005,0.0,0.01,0.0,1.9601894947392604
130,0.27,1.5,0.065,0.79,0.005,0.005,0.01,0.44,0.07,0.605,0.005,0.025,0.215,0.01,0.0,0.935,0.045,0.005,0.0,0.0,0.0,1.9661942270925774
131,0.165,1.5,0.09,0.765,0.005,0.025,0.005,0.505,0.045,0.6,0.005,0.03,0.235,0.0,0.01,0.99,0.015,0.005,0.005,0.0,0.0,1.9476372039483179
132,0.155,1.42,0.055,0.7,0.01,0.0,0.015,0.535,0.065,0.61,0.015,0.045,0.34,0.0,0.005,0.985,0.02,0.015,0.005,0.005,0.0,1.9950469483343525
133,0.16,1.2,0.1,0.615,0.01,0.01,0.035,0.595,0.035,0.66,0.005,0.085,0.385,0.0,0.01,1.035,0.02,0.03,0.01,0.0,0.0,2.0808454295181855
134,0.1,1.005,0.095,0.44,0.01,0.045,0.05,0.73,0.02,0.725,0.015,0.12,0.49,0.015,0.015,1.07,0.025,0.02,0.01,0.0,0.0,2.1341759193424465
135,0.085,0.825,0.125,0.4,0.01,0.035,0.055,0.795,0.04,0.77,0.02,0.175,0.565,0.015,0.0,1.025,0.02,0.035,0.0,0.005,0.0,2.1685524936921783
136,0.095,0.71,0.12,0.365,0.005,0.025,0.05,0.89,0.025,0.84,0.01,0.19,0.6,0.005,0.02,0.995,0.025,0.025,0.0,0.005,0.0,2.1471822202668296
137,0.085,0.67,0.105,0.365,0.0,0.04,0.055,0.915,0.06,0.85,0.02,0.17,0.67,0.005,0.01,0.935,0.02,0.02,0.0,0.005,0.0,2.1544427190667954
138,0.07,0.665,0.06,0.255,0.01,0.045,0.05,0.925,0.05,0.87,0.01,0.175,0.77,0.025,0.01,0.955,0.01,0.03,0.01,0.005,0.0,2.1317405566250365
139,0.035,0.555,0.06,0.2,0.015,0.015,0.065,1.055,0.045,0.93,0.02,0.145,0.82,0.015,0.01,0.98,0.015,0.01,0.0,0.01,0.0,2.0482241328801223
140,0.05,0.56,0.07,0.21,0.01,0.03,0.03,1.085,0.075,0.93,0.01,0.115,0.825,0.01,0.01,0.925,0.02,0.01,0.01,0.015,0.0,2.0632581759317667
141,0.045,0.605,0.105,0.22,0.01,0.035,0.01,1.085,0.07,0.98,0.0,0.075,0.79,0.01,0.015,0.93,0.015,0.0,0.0,0.0,0.0,2.0014837077380303
142,0.05,0.665,0.085,0.27,0.005,0.02,0.015,1.025,0.07,0.96,0.01,0.06,0.73,0.015,0.03,0.93,0.035,0.015,0.005,0.005,0.0,2.062535030728059
143,0.055,0.665,0.095,0.285,0.005,0.02,0.0,1.05,0.06,0.96,0.02,0.07,0.695,0.01,0.02,0.95,0.02,0.015,0.0,0.005,0.0,2.035777067344357
144,0.045,0.725,0.105,0.3,0.015,0.025,0.015,1.01,0.03,0.945,0.0,0.025,0.715,0.025,0.03,0.955,0.01,0.025,0.0,0.0,0.0,2.019259112631674
145,0.06,0.86,0.12,0.385,0.015,0.01,0.02,0.965,0.065,0.825,0.015,0.0,0.66,0.015,0.005,0.94,0.01,0.02,0.0,0.01,0.0,2.0361787970986813
